promedio,horas_redes,distraccion_acad,horas_estudio,asistencia,.fitted,.resid,.hat,.sigma,.cooksd,.std.resid,indice
3.66,4,4,3,90,4.051431885316916,-0.39143188531691564,0.005424580236386031,0.600107193413771,3.8950312437438175e-4,-0.6545862677836559,181
3.21,3,1,3,85,4.2109310610669395,-1.0009310610669395,0.008347314978804404,0.5980417683942123,0.00394224674328355,-1.6763084028771564,182
3.92,2.33333333333333,1,0,80,3.981853861376554,-0.06185386137655424,0.018425542238653145,0.6004686694761011,3.391683088031213e-5,-0.10412014010303715,183
5,2,1,5,100,4.5573943797581755,0.4426056202418245,0.014232543809160907,0.5999996077585962,0.0013300723883483412,0.7434627908694255,184
3.3,3,3,0,97,4.003312271934702,-0.7033122719347018,0.013474368028723751,0.5992701751715086,0.003174650361002037,-1.1809283811845077,185
3.25,8,5,5,80,3.9981683924460794,-0.7481683924460794,0.0267353758246573,0.5990923601226634,0.007323707376916761,-1.2647754853988527,186
3.3,8,2,0,70,3.5930661792593566,-0.29306617925935674,0.021936119389918317,0.6002666825395299,9.129870485326432e-4,-0.4942101304733047,187
3.18,6,4,0,70,3.595439104288856,-0.4154391042888559,0.012735435624128467,0.6000571968790137,0.0010453682497522131,-0.6973007785514594,188
4,3,5,1,80,3.756964721113301,0.24303527888669896,0.015774384605725566,0.6003336078124654,4.4587137437916355e-4,0.40855595006565903,189
3.75,8,3,3,80,3.8918401158392784,-0.14184011583927836,0.009683314785295874,0.6004291575631819,9.208350992081527e-5,-0.23770678633843123,190
